ts(s)	uout	yout	wP	wI	wD	e
           3.93       0.022063       -0.11039       0.099995       0.099901        0.10002     -0.0024524
          3.931       0.021814       -0.10881       0.099995       0.099901        0.10002     -0.0024718
          3.932       0.021563       -0.10723       0.099995       0.099901        0.10002     -0.0024909
          3.933       0.021311       -0.10565       0.099995       0.099901        0.10002     -0.0025098
          3.934       0.021056       -0.10407       0.099995       0.099901        0.10002     -0.0025284
          3.935         0.0208       -0.10249       0.099995       0.099901        0.10002     -0.0025468
          3.936       0.020542       -0.10091       0.099995       0.099901        0.10002     -0.0025649
          3.937       0.020282      -0.099335       0.099995       0.099901        0.10002     -0.0025828
          3.938        0.02002      -0.097756       0.099995       0.099902        0.10002     -0.0026003
          3.939       0.019757      -0.096176       0.099995       0.099902        0.10002     -0.0026177
           3.94       0.019492      -0.094597       0.099995       0.099902        0.10002     -0.0026347
          3.941       0.019225      -0.093017       0.099995       0.099902        0.10002     -0.0026515
          3.942       0.018957      -0.091438       0.099995       0.099902        0.10002      -0.002668
          3.943       0.018687      -0.089858       0.099995       0.099902        0.10002     -0.0026842
          3.944       0.018416      -0.088279       0.099995       0.099902        0.10002     -0.0027002
          3.945       0.018143        -0.0867       0.099995       0.099902        0.10002     -0.0027159
          3.946       0.017869      -0.085121       0.099995       0.099902        0.10002     -0.0027313
          3.947       0.017593      -0.083541       0.099995       0.099902        0.10002     -0.0027464
          3.948       0.017315      -0.081962       0.099995       0.099902        0.10002     -0.0027613
          3.949       0.017036      -0.080383       0.099995       0.099902        0.10002     -0.0027759
           3.95       0.016756      -0.078804       0.099995       0.099902        0.10002     -0.0027902
          3.951       0.016475      -0.077225       0.099995       0.099902        0.10002     -0.0028043
          3.952       0.016192      -0.075647       0.099995       0.099902        0.10002      -0.002818
          3.953       0.015907      -0.074068       0.099995       0.099902        0.10002     -0.0028315
          3.954       0.015622      -0.072489       0.099995       0.099902        0.10002     -0.0028448
          3.955       0.015335      -0.070911       0.099995       0.099902        0.10002     -0.0028577
          3.956       0.015047      -0.069332       0.099995       0.099902        0.10002     -0.0028704
          3.957       0.014757      -0.067754       0.099995       0.099902        0.10002     -0.0028828
          3.958       0.014467      -0.066175       0.099995       0.099902        0.10002     -0.0028949
          3.959       0.014175      -0.064597       0.099995       0.099902        0.10002     -0.0029068
           3.96       0.013883      -0.063019       0.099995       0.099902        0.10002     -0.0029184
          3.961       0.013589      -0.061441       0.099995       0.099902        0.10002     -0.0029296
          3.962       0.013294      -0.059863       0.099995       0.099902        0.10002     -0.0029406
          3.963       0.012998      -0.058286       0.099995       0.099902        0.10002     -0.0029513
          3.964       0.012701      -0.056708       0.099995       0.099902        0.10002     -0.0029617
          3.965       0.012403      -0.055131       0.099995       0.099902        0.10002     -0.0029719
          3.966       0.012104      -0.053553       0.099995       0.099902        0.10002     -0.0029817
          3.967       0.011804      -0.051976       0.099995       0.099902        0.10002     -0.0029912
          3.968       0.011503      -0.050399       0.099995       0.099902        0.10002     -0.0030004
          3.969       0.011202      -0.048823       0.099995       0.099902        0.10002     -0.0030094
           3.97       0.010899      -0.047246       0.099995       0.099902        0.10002     -0.0030181
          3.971       0.010596       -0.04567       0.099995       0.099902        0.10002     -0.0030265
          3.972       0.010292      -0.044093       0.099995       0.099902        0.10002     -0.0030346
          3.973      0.0099873      -0.042517       0.099995       0.099902        0.10002     -0.0030424
          3.974      0.0096818      -0.040941       0.099995       0.099902        0.10002     -0.0030499
          3.975      0.0093756      -0.039365       0.099995       0.099902        0.10002     -0.0030572
          3.976      0.0090687       -0.03779       0.099995       0.099902        0.10002     -0.0030642
          3.977      0.0087612      -0.036214       0.099995       0.099902        0.10002     -0.0030709
          3.978      0.0084531      -0.034639       0.099995       0.099902        0.10002     -0.0030774
          3.979      0.0081443      -0.033064       0.099995       0.099902        0.10002     -0.0030835
           3.98      0.0078351      -0.031489       0.099995       0.099902        0.10002     -0.0030894
          3.981      0.0075252      -0.029914       0.099995       0.099903        0.10002      -0.003095
          3.982      0.0072149       -0.02834       0.099995       0.099903        0.10002     -0.0031003
          3.983      0.0069041      -0.026766       0.099995       0.099903        0.10002     -0.0031053
          3.984      0.0065929      -0.025192       0.099995       0.099903        0.10002       -0.00311
